total_sqft,bath,balcony,price,site_location,bedrooms
1170.0,2.0,1.0,66.0,Mangalwar peth,3.0
2400.0,4.0,1.0,245.0,Manik Bagh,3.0
1385.0,2.0,2.0,48.48,Market yard,3.0
1372.0,2.0,1.0,68.0,Model colony,2.0
1282.0,2.0,2.0,49.0,Mukund Nagar,3.0
5000.0,9.0,3.0,210.0,Mundhawa,9.0
3000.0,3.0,1.0,528.0,Nagar Road,5.0
1135.0,2.0,1.0,39.73,Nana Peth,2.0
1768.0,3.0,2.0,101.0,Narayan Peth,3.0
1325.0,2.0,1.0,90.0,Narayangaon,3.0
1599.0,3.0,2.0,99.0,Navi Peth,3.0
1500.0,3.0,1.0,61.95,Padmavati,3.0
2610.0,3.0,0.0,499.0,Parvati Darshan,3.0
1286.0,2.0,2.0,63.0,Pashan,2.0
2845.0,5.0,1.0,140.0,Paud Road,5.0
1317.5,2.0,0.0,63.77,Prabhat Road,2.0
3450.0,5.0,2.0,260.0,Pune Railway Station,3.0
1102.0,2.0,2.0,53.67,Rasta Peth,2.0
1350.0,2.0,2.0,54.0,Raviwar Peth,2.0
1200.0,2.0,2.0,42.0,Sadashiv Peth,3.0
1800.0,1.0,1.0,80.0,Salunke Vihar,2.0
950.0,2.0,1.0,40.0,Sasson Road,2.0
525.0,1.0,1.0,27.25,Satara Road,1.0
656.0,2.0,1.0,25.0,Senapati Bapat Road,2.0
1780.0,4.0,3.0,175.0,Shaniwar Peth,4.0
1056.0,2.0,1.0,80.0,Shivaji Nagar,2.0
595.0,1.0,1.0,33.32,Shukrawar Peth,1.0
1080.0,2.0,2.0,50.0,Sinhagad Road,2.0
2225.0,3.0,1.0,160.0,Somwar Peth,3.0
1126.0,2.0,1.0,28.15,Swargate,2.0
1490.0,3.0,1.0,84.0,Tilak Road,3.0
2000.0,4.0,1.0,300.0,Uruli Devachi,4.0
1550.0,3.0,3.0,100.0,Vadgaon Budruk,3.0
1600.0,3.0,2.0,86.0,Wadgaon Sheri,3.0
1160.0,2.0,1.0,55.0,Viman Nagar,2.0
4144.0,4.0,3.0,315.0,Vishrant Wadi,4.0
2100.0,3.0,2.0,125.0,Wagholi,3.0
1404.0,2.0,1.0,69.3,Wakadewadi,2.0
2230.0,4.0,3.0,225.0,Wanowrie,4.0
1305.0,2.0,1.0,58.7,Yerawada,3.0
1230.0,2.0,2.0,80.0,Alandi Road,2.0
1200.0,2.0,0.0,65.0,Ambegaon Budruk,2.0
1460.0,3.0,1.0,73.0,Anandnagar,3.0
967.0,2.0,3.0,45.0,Aundh Road,2.0
540.0,1.0,1.0,36.0,Balaji Nagar,1.0
715.0,1.0,2.0,46.0,Baner,1.0
2500.0,3.0,2.0,313.0,Baner road,3.0
1578.0,3.0,1.0,180.0,Bhandarkar Road,3.0
1020.0,2.0,1.0,48.95,Bhavani Peth,2.0
1020.0,2.0,1.0,40.0,Bibvewadi,2.0
1253.0,2.0,1.0,102.0,Bopodi,2.0
1180.0,2.0,2.0,42.0,Budhwar Peth,2.0
961.0,2.0,2.0,38.0,Bund Garden Road,2.0
1419.0,3.0,3.0,75.0,Camp,3.0
1709.0,3.0,2.0,150.0,Chandan Nagar,3.0
1600.0,2.0,0.0,115.0,Dapodi,2.0
416.0,1.0,1.0,18.5,Deccan Gymkhana,1.0
1100.0,2.0,2.0,98.0,Dehu Road,2.0
1430.0,2.0,1.0,65.0,Dhankawadi,3.0
1260.0,2.0,2.0,45.0,Dhayari Phata,2.0
1630.0,3.0,2.0,85.0,Dhole Patil Road,3.0
1249.0,3.0,2.0,44.71,Erandwane,3.0
1450.0,2.0,3.0,85.0,Fatima Nagar,3.0
2791.0,3.0,1.0,223.0,Fergusson College Road,3.0
600.0,1.0,0.0,90.0,Ganesh Peth,1.0
834.0,1.0,1.0,60.0,Ganeshkhind,1.0
1125.0,4.0,1.0,70.0,Ghorpade Peth,3.0
2060.0,3.0,2.0,140.0,Ghorpadi,3.0
12000.0,7.0,3.0,2200.0,Gokhale Nagar,7.0
891.0,2.0,1.0,25.0,Gultekdi,2.0
1133.0,2.0,1.0,49.07,Guruwar peth,2.0
1075.0,2.0,1.0,37.0,Hadapsar,3.0
3000.0,5.0,2.0,260.0,Hadapsar Industrial Estate,4.0
2440.0,5.0,2.0,425.0,Hingne Khurd,4.0
1200.0,2.0,2.0,55.0,Jangali Maharaj Road,2.0
1075.0,2.0,2.0,45.8,Kalyani Nagar,2.0
1140.0,2.0,2.0,40.0,Karve Nagar,2.0
2160.0,5.0,1.0,250.0,Kasba Peth,6.0
1090.0,2.0,1.0,42.0,Katraj,2.0
1500.0,4.0,1.0,70.0,Khadaki,4.0
4104.0,4.0,2.0,360.0,Khadki,4.0
1920.0,3.0,2.0,134.0,Kondhwa,3.0
1374.0,2.0,2.0,95.0,Kondhwa Budruk,2.0
1445.0,3.0,2.0,95.0,Kondhwa Khurd,3.0
711.0,1.0,1.0,36.0,Koregaon Park,1.0
1500.0,3.0,3.0,95.0,Kothrud,3.0
1720.0,3.0,3.0,100.0,Law College Road,3.0
1400.0,3.0,2.0,60.0,Laxmi Road,3.0
1030.0,2.0,2.0,49.0,Lulla Nagar,2.0
1200.0,2.0,1.0,85.0,Mahatma Gandhi Road,2.0
1375.0,3.0,2.0,70.0,Mangalwar peth,3.0
2250.0,3.0,2.0,160.0,Market yard,3.0
1000.0,2.0,2.0,50.0,Model colony,2.0
469.0,1.0,0.0,25.0,Mukund Nagar,1.0
3800.0,4.0,3.0,250.0,Mundhawa,4.0
883.0,2.0,1.0,29.0,Nagar Road,2.0
1820.0,2.0,3.0,86.0,Nana Peth,3.0
1440.0,2.0,3.0,65.0,Narayan Peth,3.0
3600.0,4.0,1.0,160.0,Narayangaon,6.0
2500.0,5.0,2.0,325.0,Navi Peth,4.0
1225.0,2.0,2.0,48.0,Padmavati,2.0
4000.0,3.0,1.0,660.0,Parvati Darshan,3.0
875.0,2.0,3.0,52.8,Pashan,2.0
750.0,1.0,2.0,40.0,Paud Road,1.0
1180.0,2.0,3.0,80.0,Pirangut,2.0
1194.0,2.0,2.0,47.0,Prabhat Road,2.0
1500.0,2.0,2.0,62.0,Pune Railway Station,3.0
1160.0,2.0,2.0,52.2,Rasta Peth,2.0
2378.0,3.0,1.0,262.0,Sadashiv Peth,3.0
1128.0,2.0,1.0,60.0,Sahakar Nagar,2.0
1500.0,3.0,1.0,150.0,Salunke Vihar,3.0
1220.0,2.0,1.0,35.23,Sasson Road,3.0
1210.0,2.0,2.0,58.0,Satara Road,2.0
1100.0,2.0,1.0,58.0,Senapati Bapat Road,3.0
1200.0,3.0,2.0,46.0,Shaniwar Peth,3.0
1641.0,3.0,2.0,66.0,Shukrawar Peth,3.0
1200.0,2.0,1.0,45.0,Sinhagad Road,2.0
1260.0,2.0,1.0,67.39,Somwar Peth,2.0
1720.0,3.0,3.0,78.0,Swargate,3.0
1132.5,2.0,0.0,48.13,Tilak Road,2.0
1210.0,2.0,1.0,45.98,Uruli Devachi,2.0
2200.0,4.0,2.0,200.0,Vadgaon Budruk,4.0
1075.0,2.0,1.0,45.0,Wadgaon Sheri,3.0
1702.0,3.0,2.0,130.0,Viman Nagar,3.0
1630.0,2.0,2.0,200.0,Vishrant Wadi,2.0
1141.0,2.0,2.0,38.55,Wagholi,2.0
2072.0,3.0,2.0,108.0,Wakadewadi,3.0
1200.0,2.0,0.0,70.0,Warje,3.0
1350.0,3.0,0.0,77.0,Yerawada,3.0
4046.0,4.0,0.0,445.0,Alandi Road,4.0
1180.0,2.0,2.0,78.34,Ambegaon Budruk,3.0
1355.0,2.0,2.0,115.0,Aundh,2.0
600.0,1.0,0.0,50.0,Aundh Road,1.0
1640.0,2.0,1.0,120.0,Baner,3.0
1190.0,2.0,2.0,57.0,Bhandarkar Road,3.0
2400.0,4.0,2.0,375.0,Bhavani Peth,4.0
1019.0,2.0,2.0,49.85,Bibvewadi,2.0
1875.0,3.0,2.0,165.0,Bopodi,3.0
1250.0,3.0,2.0,40.0,Budhwar Peth,3.0
1200.0,3.0,2.0,140.0,Bund Garden Road,3.0
1140.0,2.0,1.0,56.0,Camp,2.0
1683.0,3.0,1.0,109.0,Chandan Nagar,3.0
2118.0,4.0,2.0,111.0,Deccan Gymkhana,4.0
1380.0,3.0,0.0,58.0,Dehu Road,4.0
1083.0,2.0,2.0,61.75,Dhankawadi,2.0
600.0,2.0,1.0,55.0,Dhayari Phata,2.0
2300.0,3.0,3.0,120.0,Dhole Patil Road,3.0
1240.0,2.0,2.0,60.0,Erandwane,2.0
1750.0,3.0,1.0,120.0,Fatima Nagar,3.0
1500.0,3.0,1.0,139.0,Ganesh Peth,3.0
985.0,2.0,1.0,40.39,Ganeshkhind,2.0
1500.0,2.0,1.0,87.0,Ghorpade Peth,3.0
1125.0,2.0,1.0,32.49,Ghorpadi,2.0
950.0,2.0,1.0,44.0,Gokhale Nagar,2.0
1580.0,3.0,3.0,76.0,Guruwar peth,3.0
1092.0,2.0,1.0,98.5,Hadapsar,3.0
1090.0,2.0,1.0,28.34,Hadapsar Industrial Estate,2.0
2264.0,3.0,1.0,159.0,Hingne Khurd,3.0
1033.0,2.0,2.0,25.53,Jangali Maharaj Road,3.0
810.0,2.0,2.0,24.5,Kalyani Nagar,2.0
1045.0,2.0,0.0,45.0,Karve Nagar,2.0
1337.0,2.0,1.0,82.0,Karve Road,2.0
1200.0,2.0,2.0,32.0,Kasba Peth,2.0
1580.0,3.0,2.0,160.0,Katraj,3.0
1500.0,2.0,3.0,54.0,Khadaki,3.0
1640.0,4.0,2.0,91.0,Khadki,3.0
1570.0,3.0,2.0,62.0,Kharadi,3.0
1470.0,2.0,2.0,82.0,Kondhwa,3.0
1160.0,2.0,2.0,40.61,Kondhwa Budruk,2.0
1050.0,2.0,1.0,71.0,Kondhwa Khurd,2.0
1855.0,3.0,1.0,225.0,Koregaon Park,3.0
1460.0,2.0,1.0,90.0,Kothrud,3.0
1823.0,3.0,2.0,100.0,Law College Road,3.0
1094.0,2.0,2.0,42.0,Laxmi Road,2.0
1153.0,2.0,2.0,57.0,Lulla Nagar,2.0
1325.0,3.0,1.0,57.0,Mahatma Gandhi Road,3.0
1200.0,3.0,2.0,85.0,Mangalwar peth,4.0
1590.0,2.0,2.0,125.0,Manik Bagh,3.0
1200.0,4.0,0.0,220.0,Model colony,4.0
1202.0,2.0,1.0,48.0,Mukund Nagar,2.0
1202.0,2.0,1.0,53.0,Mundhawa,2.0
1200.0,2.0,3.0,62.5,Nagar Road,2.0
1688.0,3.0,1.0,118.0,Nana Peth,3.0
1020.0,2.0,1.0,52.0,Narayan Peth,2.0
1185.0,2.0,2.0,47.0,Narayangaon,2.0
1235.0,2.0,1.0,52.04,Navi Peth,2.0
3205.0,5.0,1.0,500.0,Padmavati,4.0
1077.0,2.0,2.0,37.64,Parvati Darshan,2.0
1415.0,2.0,3.0,66.0,Pashan,3.0
2330.0,3.0,2.0,162.0,Paud Road,3.0
805.0,2.0,2.0,35.0,Pirangut,2.0
425.0,1.0,0.0,20.03,Prabhat Road,1.0
1155.0,2.0,3.0,59.95,Pune Railway Station,2.0
5270.0,4.0,3.0,1250.0,Rasta Peth,4.0
656.0,2.0,1.0,22.0,Raviwar Peth,2.0
1100.0,2.0,0.0,48.0,Sadashiv Peth,2.0
1150.0,2.0,3.0,52.0,Sahakar Nagar,2.0
600.0,1.0,1.0,60.0,Salunke Vihar,1.0
1468.0,2.0,1.0,140.0,Sasson Road,2.0
4300.0,5.0,2.0,550.0,Satara Road,4.0
2280.0,4.0,2.0,126.0,Senapati Bapat Road,3.0
1341.0,2.0,1.0,97.0,Shaniwar Peth,2.0
1279.0,2.0,1.0,77.0,Shivaji Nagar,2.0
2225.0,4.0,0.0,98.88,Shukrawar Peth,4.0
1185.0,2.0,2.0,43.51,Sinhagad Road,2.0
1750.0,3.0,2.0,85.0,Somwar Peth,3.0
1152.0,2.0,1.0,53.5,Swargate,2.0
1300.0,2.0,3.0,36.0,Uruli Devachi,2.0
2760.0,4.0,2.0,155.0,Vadgaon Budruk,4.0
1070.0,2.0,2.0,39.0,Wadgaon Sheri,2.0
1101.0,2.0,0.0,45.0,Viman Nagar,2.0
775.0,2.0,1.0,55.0,Vishrant Wadi,2.0
667.0,1.0,1.0,36.85,Wagholi,1.0
1070.0,2.0,1.0,55.0,Wakadewadi,2.0
1875.0,2.0,2.0,110.0,Wanowrie,3.0
735.0,2.0,1.0,57.99,Warje,2.0
4360.0,4.0,1.0,90.0,Yerawada,5.0
1750.0,3.0,2.0,130.0,Alandi Road,3.0
1215.0,2.0,1.0,67.0,Ambegaon Budruk,2.0
820.0,2.0,1.0,30.0,Aundh,2.0
1177.5,2.0,0.0,59.935,Aundh Road,2.0
1779.0,3.0,2.0,89.61,Balaji Nagar,3.0
1105.0,2.0,2.0,58.0,Baner,2.0
1650.0,3.0,2.0,60.0,Bhandarkar Road,3.0
1694.0,2.0,2.0,150.0,Bhavani Peth,2.0
2376.0,3.0,1.0,203.0,Bibvewadi,3.0
1975.0,3.0,3.0,150.0,Bopodi,3.0
674.0,2.0,1.0,33.0,Budhwar Peth,2.0
1185.0,2.0,1.0,41.0,Bund Garden Road,2.0
445.0,1.0,0.0,28.0,Camp,1.0
1475.0,3.0,2.0,75.0,Dapodi,3.0
1618.0,3.0,3.0,82.5,Deccan Gymkhana,3.0
1120.0,2.0,0.0,65.0,Dehu Road,2.0
2181.0,3.0,2.0,152.0,Dhankawadi,4.0
1200.0,4.0,0.0,90.0,Dhayari Phata,4.0
1556.0,2.0,1.0,59.13,Erandwane,3.0
1179.0,2.0,1.0,66.02,Fatima Nagar,2.0
1296.0,2.0,2.0,83.0,Fergusson College Road,2.0
1275.0,2.0,2.0,52.0,Ganesh Peth,2.0
1400.0,2.0,2.0,77.0,Ghorpade Peth,3.0
1222.0,2.0,1.0,63.0,Ghorpadi,2.0
940.0,2.0,1.0,41.0,Gokhale Nagar,2.0
1185.0,2.0,2.0,42.6,Gultekdi,2.0
1779.0,3.0,2.0,112.0,Guruwar peth,3.0
1615.0,3.0,2.0,59.76,Hadapsar,3.0
1056.0,2.0,1.0,61.0,Hingne Khurd,2.0
1100.0,2.0,0.0,46.0,Jangali Maharaj Road,2.0
920.0,2.0,1.0,40.0,Kalyani Nagar,2.0
1602.0,2.0,0.0,75.0,Karve Nagar,3.0
1176.0,2.0,0.0,62.0,Karve Road,2.0
1352.0,3.0,0.0,135.0,Katraj,3.0
1717.0,3.0,3.0,99.0,Khadaki,3.0
2119.0,4.0,3.0,111.0,Kharadi,4.0
1246.0,2.0,1.0,67.3,Kondhwa,2.0
1141.0,2.0,1.0,42.79,Kondhwa Budruk,2.0
1157.0,2.0,1.0,84.0,Kondhwa Khurd,2.0
1025.0,2.0,2.0,27.68,Koregaon Park,2.0
650.0,1.0,2.0,33.0,Kothrud,1.0
1349.0,2.0,1.0,98.0,Law College Road,2.0
1566.0,3.0,1.0,83.3,Laxmi Road,3.0
2830.0,3.0,3.0,195.0,Lulla Nagar,4.0
1320.0,2.0,1.0,38.13,Mahatma Gandhi Road,3.0
1780.0,3.0,1.0,84.83,Mangalwar peth,3.0
1091.0,2.0,1.0,34.9,Manik Bagh,2.0
3670.0,4.0,3.0,300.0,Market yard,4.0
918.0,2.0,1.0,50.49,Model colony,2.0
1950.0,4.0,0.0,130.0,Mukund Nagar,4.0
1695.0,3.0,1.0,90.0,Mundhawa,3.0
1705.0,3.0,2.0,95.0,Nagar Road,3.0
1375.0,3.0,2.0,75.0,Nana Peth,3.0
525.0,1.0,1.0,30.0,Narayan Peth,1.0
1447.0,2.0,1.0,83.0,Narayangaon,2.0
1114.0,2.0,1.0,39.0,Navi Peth,2.0
1450.0,2.0,1.0,100.0,Padmavati,3.0
1022.0,2.0,2.0,40.0,Pashan,2.0
1000.0,2.0,2.0,45.0,Paud Road,2.0
1128.0,2.0,1.0,68.75,Pirangut,2.0
1180.0,2.0,2.0,57.0,Prabhat Road,2.0
1200.0,2.0,1.0,150.0,Rasta Peth,2.0
3761.0,3.0,2.0,660.0,Raviwar Peth,3.0
1339.0,2.0,3.0,75.0,Sadashiv Peth,2.0
1400.0,2.0,3.0,55.0,Sahakar Nagar,3.0
1040.0,2.0,1.0,39.52,Salunke Vihar,2.0
1198.0,2.0,2.0,58.0,Sasson Road,2.0
1691.0,3.0,2.0,113.0,Senapati Bapat Road,3.0
1075.0,3.0,2.0,36.0,Shaniwar Peth,3.0
1630.0,3.0,2.0,194.0,Shivaji Nagar,3.0
1240.0,3.0,2.0,43.5,Shukrawar Peth,3.0
1122.5,2.0,0.0,58.935,Sinhagad Road,2.0
1665.0,3.0,2.0,86.58,Somwar Peth,3.0
1142.0,2.0,2.0,70.0,Tilak Road,2.0
1976.0,3.0,1.0,184.0,Uruli Devachi,3.0
1853.0,3.0,2.0,82.0,Wadgaon Sheri,3.0
1567.0,2.0,2.0,92.0,Vishrant Wadi,2.0
1090.0,2.0,1.0,27.24,Wagholi,2.0
2400.0,4.0,1.0,640.0,Wanowrie,4.0
1175.0,2.0,2.0,51.47,Warje,2.0
1200.0,2.0,2.0,52.0,Yerawada,2.0
995.0,2.0,1.0,41.0,Alandi Road,2.0
884.0,2.0,1.0,41.1,Ambegaon Budruk,2.0
1170.0,2.0,2.0,57.0,Aundh,2.0
1225.0,2.0,1.0,46.55,Aundh Road,2.0
1342.0,2.0,1.0,73.3,Balaji Nagar,2.0
1345.0,2.0,1.0,67.0,Baner,2.0
1320.0,3.0,0.0,65.0,Baner road,3.0
1140.0,2.0,1.0,49.39,Bhavani Peth,2.0
1300.0,2.0,1.0,50.0,Bibvewadi,2.0
1652.0,3.0,2.0,85.0,Bopodi,3.0
2072.0,4.0,2.0,142.0,Budhwar Peth,3.0
1360.0,2.0,1.0,71.0,Camp,3.0
1145.0,2.0,2.0,60.0,Chandan Nagar,3.0
1540.0,2.0,0.0,40.0,Dapodi,3.0
1278.0,2.0,2.0,95.0,Deccan Gymkhana,2.0
630.0,1.0,1.0,40.0,Dehu Road,1.0
1100.0,3.0,2.0,58.0,Dhankawadi,3.0
1200.0,3.0,0.0,95.0,Dhayari Phata,3.0
2500.0,6.0,2.0,115.0,Dhole Patil Road,7.0
582.5,1.0,0.0,15.135,Erandwane,1.0
1015.0,2.0,2.0,25.88,Fatima Nagar,2.0
3300.0,5.0,2.0,240.0,Fergusson College Road,5.0
4500.0,5.0,1.0,415.0,Ganesh Peth,5.0
1356.0,2.0,3.0,66.0,Ganeshkhind,3.0
823.0,2.0,1.0,28.0,Ghorpade Peth,2.0
1200.0,2.0,0.0,66.0,Ghorpadi,3.0
1050.0,2.0,0.0,37.0,Gokhale Nagar,2.0
1180.0,2.0,1.0,69.0,Gultekdi,2.0
1116.0,2.0,3.0,51.91,Guruwar peth,2.0
1070.0,2.0,1.0,42.79,Hadapsar,2.0
1385.0,2.0,3.0,80.0,Hadapsar Industrial Estate,2.0
1000.0,1.0,1.0,70.0,Hingne Khurd,1.0
1897.0,3.0,2.0,130.0,Jangali Maharaj Road,3.0
1005.0,2.0,1.0,55.78,Kalyani Nagar,2.0
1575.0,3.0,2.0,125.0,Karve Nagar,3.0
975.0,2.0,1.0,65.0,Karve Road,2.0
1904.0,3.0,2.0,120.0,Kasba Peth,3.0
930.0,1.0,1.0,30.0,Katraj,1.0
525.0,1.0,1.0,26.0,Khadaki,1.0
686.0,1.0,1.0,17.0,Khadki,1.0
2400.0,3.0,1.0,150.0,Kharadi,2.0
1410.0,1.0,0.0,233.0,Kondhwa,2.0
2238.0,3.0,1.0,140.0,Kondhwa Budruk,3.0
1174.0,2.0,1.0,69.0,Kondhwa Khurd,2.0
3800.0,4.0,3.0,239.0,Koregaon Park,4.0
2225.0,2.0,1.0,125.0,Kothrud,3.0
1250.0,2.0,0.0,200.0,Law College Road,2.0
918.0,2.0,2.0,52.0,Laxmi Road,2.0
1250.0,2.0,3.0,52.0,Lulla Nagar,2.0
1170.0,2.0,3.0,53.0,Mangalwar peth,2.0
1300.0,1.0,0.0,200.0,Manik Bagh,1.0
793.0,2.0,1.0,45.0,Market yard,2.0
1710.0,3.0,2.0,107.0,Model colony,3.0
1082.0,2.0,1.0,57.5,Mukund Nagar,3.0
1001.0,2.0,2.0,33.03,Mundhawa,2.0
1590.0,2.0,1.0,54.0,Nana Peth,3.0
2400.0,2.0,0.0,80.0,Narayan Peth,3.0
1554.0,3.0,2.0,55.0,Narayangaon,3.0
1142.5,2.0,0.0,43.415,Navi Peth,2.0
4239.0,5.0,2.0,423.0,Padmavati,5.0
884.0,1.0,0.0,58.0,Parvati Darshan,2.0
1045.0,2.0,1.0,98.89,Pashan,2.0
1019.0,2.0,2.0,49.86,Paud Road,2.0
1935.0,4.0,2.0,130.0,Pirangut,3.0
1135.0,2.0,2.0,39.73,Prabhat Road,3.0
1680.0,3.0,2.0,150.0,Pune Railway Station,3.0
2470.0,5.0,2.0,247.0,Rasta Peth,4.0
2825.0,4.0,3.0,250.0,Raviwar Peth,4.0
2480.0,3.0,1.0,330.0,Sadashiv Peth,3.0
1800.0,4.0,3.0,187.0,Salunke Vihar,5.0
1799.0,3.0,3.0,90.0,Sasson Road,3.0
400.0,1.0,1.0,11.0,Senapati Bapat Road,1.0
1047.0,2.0,1.0,82.0,Shaniwar Peth,2.0
1282.0,2.0,2.0,87.0,Shivaji Nagar,2.0
1020.0,2.0,1.0,45.9,Shukrawar Peth,2.0
1495.0,2.0,1.0,79.5,Somwar Peth,2.0
3260.0,4.0,1.0,240.0,Swargate,4.0
1611.0,2.0,2.0,64.44,Tilak Road,3.0
3500.0,5.0,2.0,425.0,Uruli Devachi,4.0
1500.0,2.0,2.0,95.0,Vadgaon Budruk,3.0
1500.0,2.0,2.0,95.0,Wadgaon Sheri,3.0
1540.0,3.0,0.0,50.0,Vishrant Wadi,3.0
1639.0,3.0,1.0,80.0,Wagholi,3.0
1303.0,2.0,2.0,55.79,Wanowrie,2.0
1005.0,1.0,1.0,110.0,Warje,2.0
657.5,1.0,0.0,18.41,Yerawada,1.0
1305.0,3.0,1.0,33.28,Alandi Road,3.0
1300.0,1.0,1.0,115.0,Anandnagar,2.0
1440.0,2.0,3.0,68.0,Aundh,3.0
901.0,2.0,1.0,35.14,Aundh Road,2.0
1725.0,3.0,3.0,200.0,Balaji Nagar,3.0
900.0,2.0,1.0,42.0,Baner,3.0
1060.0,2.0,1.0,55.0,Baner road,2.0
1020.0,2.0,1.0,48.45,Bhandarkar Road,2.0
1535.0,3.0,2.0,65.99,Bhavani Peth,3.0
530.0,1.0,1.0,20.0,Bibvewadi,1.0
1464.0,3.0,2.0,56.0,Bopodi,3.0
1350.0,2.0,3.0,80.0,Budhwar Peth,2.0
1115.0,2.0,2.0,50.0,Bund Garden Road,2.0
1175.0,2.0,2.0,47.0,Camp,2.0
1113.0,2.0,1.0,62.0,Chandan Nagar,2.0
1640.0,4.0,3.0,240.0,Deccan Gymkhana,5.0
650.0,2.0,0.0,42.0,Dehu Road,2.0
1325.0,2.0,2.0,71.55,Dhankawadi,2.0
950.0,2.0,3.0,31.0,Dhayari Phata,2.0
1396.0,2.0,1.0,86.51,Dhole Patil Road,3.0
1050.0,2.0,2.0,52.07,Erandwane,2.0
1825.0,3.0,2.0,100.0,Fatima Nagar,3.0
1190.0,2.0,1.0,49.98,Fergusson College Road,2.0
1220.0,2.0,1.0,56.5,Ganesh Peth,2.0
1565.0,2.0,2.0,75.0,Ganeshkhind,3.0
1891.0,3.0,1.0,109.0,Ghorpade Peth,3.0
900.0,2.0,0.0,27.0,Ghorpadi,2.0
1161.0,2.0,1.0,55.15,Gokhale Nagar,2.0
649.5,1.0,0.0,17.535,Gultekdi,1.0
2400.0,6.0,3.0,125.0,Guruwar peth,8.0
665.0,1.0,1.0,36.85,Hadapsar Industrial Estate,1.0
1175.0,2.0,1.0,73.5,Hingne Khurd,2.0
1425.0,2.0,2.0,80.0,Jangali Maharaj Road,2.0
1200.0,3.0,1.0,56.12,Karve Nagar,3.0
1255.0,2.0,2.0,67.0,Karve Road,2.0
2112.95,4.0,2.0,145.0,Kasba Peth,3.0
600.0,1.0,1.0,22.0,Katraj,1.0
1810.0,3.0,2.0,100.0,Khadaki,3.0
1200.0,2.0,2.0,93.0,Khadki,2.0
1033.0,2.0,2.0,49.0,Kharadi,2.0
1548.0,3.0,2.0,89.5,Kondhwa,3.0
1611.0,3.0,3.0,66.0,Kondhwa Budruk,3.0
1400.0,2.0,1.0,40.43,Kondhwa Khurd,3.0
1485.0,2.0,2.0,67.0,Koregaon Park,3.0
2400.0,2.0,1.0,82.0,Kothrud,2.0
1025.0,2.0,1.0,44.5,Law College Road,2.0
1256.0,2.0,1.0,62.8,Mahatma Gandhi Road,2.0
2268.0,3.0,2.0,163.0,Mangalwar peth,4.0
1100.0,3.0,2.0,53.0,Manik Bagh,3.0
1141.0,2.0,0.0,62.0,Market yard,2.0
400.0,1.0,1.0,12.0,Model colony,1.0
1400.0,2.0,0.0,60.0,Mukund Nagar,2.0
1175.0,2.0,2.0,48.27,Narayan Peth,2.0
1100.0,2.0,1.0,56.0,Narayangaon,2.0
1843.0,3.0,2.0,95.84,Navi Peth,3.0
1460.0,2.0,1.0,80.5,Parvati Darshan,2.0
1530.0,2.0,2.0,74.5,Pashan,3.0
1467.0,2.0,1.0,55.0,Paud Road,2.0
950.0,1.0,1.0,40.0,Pirangut,1.0
1246.0,2.0,1.0,64.5,Prabhat Road,2.0
711.0,1.0,1.0,38.0,Pune Railway Station,1.0
1194.0,2.0,2.0,46.0,Rasta Peth,2.0
1358.0,2.0,1.0,43.4,Raviwar Peth,3.0
1420.0,2.0,2.0,75.0,Sahakar Nagar,2.0
1250.0,2.0,1.0,68.75,Salunke Vihar,3.0
1209.0,2.0,1.0,50.0,Satara Road,2.0
4200.0,5.0,2.0,225.0,Senapati Bapat Road,5.0
1215.0,4.0,3.0,205.0,Shaniwar Peth,4.0
1315.0,2.0,1.0,54.8,Shivaji Nagar,3.0
1800.0,3.0,3.0,90.0,Shukrawar Peth,3.0
1600.0,4.0,0.0,125.0,Sinhagad Road,5.0
1600.0,2.0,2.0,65.0,Somwar Peth,3.0
3968.0,5.0,2.0,900.0,Swargate,6.0
1563.0,3.0,2.0,52.0,Tilak Road,3.0
1560.0,2.0,2.0,72.0,Uruli Devachi,3.0
1050.0,2.0,2.0,55.5,Viman Nagar,2.0
3235.0,3.0,1.0,235.0,Vishrant Wadi,3.0
1200.0,3.0,0.0,66.0,Wagholi,3.0
1140.0,2.0,2.0,46.0,Wakadewadi,2.0
1500.0,3.0,1.0,170.0,Wanowrie,3.0
1560.0,3.0,2.0,75.0,Warje,3.0
1100.0,2.0,2.0,70.0,Yerawada,2.0
1260.0,2.0,3.0,40.32,Alandi Road,3.0
1036.0,2.0,1.0,50.0,Ambegaon Budruk,2.0
1662.0,3.0,3.0,85.1,Anandnagar,3.0
1464.0,2.0,3.0,105.0,Aundh,3.0
1234.0,2.0,2.0,80.0,Aundh Road,2.0
1403.0,3.0,1.0,55.0,Balaji Nagar,3.0
3000.0,8.0,3.0,451.0,Baner road,6.0
1150.0,2.0,2.0,42.9,Bhandarkar Road,3.0
3900.0,4.0,2.0,410.0,Bhavani Peth,4.0
929.0,2.0,1.0,46.0,Bopodi,2.0
2400.0,8.0,3.0,450.0,Budhwar Peth,6.0
1350.0,2.0,1.0,75.0,Bund Garden Road,3.0
1135.0,2.0,1.0,39.73,Camp,2.0
1405.0,2.0,2.0,70.0,Chandan Nagar,2.0
1200.0,2.0,1.0,45.84,Dapodi,2.0
2805.0,4.0,3.0,154.0,Deccan Gymkhana,4.0
1161.0,2.0,2.0,64.08,Dehu Road,2.0
1290.0,2.0,3.0,74.0,Dhankawadi,2.0
